tconst,category,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres,primaryName,averageRating,numVotes,title,region
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",René Navarre,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Edmund Breon,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Georges Melchior,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Mesnery,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Laurent Morléas,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actor,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Jean-François Martial,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actress,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Germaine Pelisse,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003952,actress,movie,Fantômas: The False Magistrate,0,1914,70.0,"Crime,Drama",Suzanne Le Bret,6.7,1227,Fantômas V: Le Faux Magistrat,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Blanche Derval,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Blanche Derval,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Blanche Derval,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Henri Goidsen,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Henri Goidsen,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Harzé,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Blanche Montel,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Blanche Montel,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Germaine Kaisen,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Fernand Gravey,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Fernand Gravey,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Richard,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Paule Bréval,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Paule Bréval,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Paule Bréval,6.1,34,La tulipe d'or,FR
tt0003960,actor,movie,Loyalty,0,1914,68.0,\N,Max Péral,6.1,34,La tulipe d'or,FR
tt0003960,actress,movie,Loyalty,0,1914,68.0,\N,Flore Aldile,6.1,34,La tulipe d'or,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Paul Wegener,6.7,1270,Le golem,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Henrik Galeen,6.7,1270,Le golem,FR
tt0004026,actress,movie,The Golem,0,1914,60.0,Horror,Lyda Salmonova,6.7,1270,Le golem,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Rudolf Blümner,6.7,1270,Le golem,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Robert A. Dietrich,6.7,1270,Le golem,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Carl Ebert,6.7,1270,Le golem,FR
tt0004026,actor,movie,The Golem,0,1914,60.0,Horror,Jakob Tiedtke,6.7,1270,Le golem,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Stanley Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Sarah Constance Smith Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Sarah Constance Smith Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Mrs. George Walkus,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Mrs. George Walkus,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Paddy 'Malid,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Balutsa,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Balutsa,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Kwagwanu,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Francine Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Francine Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actress,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Francine Hunt,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Bob Wilson,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Awidi,5.8,553,In the Land of the Head Hunters,FR
tt0004150,actor,movie,In the Land of the Head Hunters,0,1914,65.0,"Drama,History",Alfred Charlie,5.8,553,In the Land of the Head Hunters,FR
tt0004181,actress,movie,Judith of Bethulia,0,1914,61.0,Drama,Blanche Sweet,6.2,1471,Judith de Béthulie,FR
tt0004181,actor,movie,Judith of Bethulia,0,1914,61.0,Drama,Henry B. Walthall,6.2,1471,Judith de Béthulie,FR
tt0004181,actress,movie,Judith of Bethulia,0,1914,61.0,Drama,Mae Marsh,6.2,1471,Judith de Béthulie,FR
tt0004181,actor,movie,Judith of Bethulia,0,1914,61.0,Drama,Robert Harron,6.2,1471,Judith de Béthulie,FR
